id,season,episode,scene,line_text,speaker,deleted
12518,3,10,38,Did Michael give you permission to do this?,Angela,False
12519,3,10,38,[with conviction] Start the party.,Dwight,False
12616,3,10,54,Did you have fun at Benihana's?,Angela,False
12617,3,10,54,No. It was awful. I couldn't hear anything. [cheers from other party],Dwight,False
12623,3,10,54,Do you like it?,Karen,False
12624,3,10,54,Walkie-talkies.,Dwight,False
12625,3,10,54,Can I talk to you a second?,Pam,False
12626,3,10,54,Yes!,Dwight,False
12774,3,11,1,"All right, let's get started. Umm... Oh, first off, we're supposed to be pushing cardstock this week. So... let's push cardstock this week. Uh, also... [to Dwight] what is this?",Jim,False
12775,3,11,1,Tape recorder.,Dwight,False
12776,3,11,1,For what?,Jim,False
12777,3,11,1,For recording. Michael is on vacation and he's asked me to record all meetings and to type up the transcripts.,Dwight,False
12780,3,11,1,"Oh my God, Dwight, what're you doing?",Jim,False
12781,3,11,1,What?,Dwight,False
12921,3,11,22,There an accident? Somebody hurt?,Michael,False
12922,3,11,22,"No, it's... involves the photograph.",Dwight,False
12945,3,11,27,There are copies in the bathroom?,Michael,False
12946,3,11,27,There were. A lot of them.,Dwight,False
13072,3,11,64,"Oh, yeah? Prove it, champ. You ready?",Andy,False
13073,3,11,64,Let's go.,Dwight,False
13154,3,12,9,Dwight?,Michael,False
13155,3,12,9,Yup?,Dwight,False
13173,3,12,10,Seriously? You're going to sit in the back?,Jim,False
13174,3,12,10,"Uh, yeah. It's the safest part of the car. In the event of a crash, the driver always protects his side of the car first.",Dwight,False
13192,3,12,17,You still do that thing?,Jim,False
13193,3,12,17,Leave the keys!,Dwight,False
13327,3,12,41,Where were you this morning?,Michael,False
13328,3,12,41,I overslept. Damn rooster didn't crow.,Dwight,False
13329,3,12,41,"Why do you lie, liar?",Michael,False
13330,3,12,41,I am not a liar.,Dwight,False
13467,3,13,26,"So um, where were you workin' before this?",Paris,False
13468,3,13,26,Dunder-Mifflin.,Dwight,False
13469,3,13,26,What kind of company is that?,Paris,False
13470,3,13,26,[scoffs] Paper company. They're only one of Staples' top competitors in the area.,Dwight,False
13518,3,13,35,What's up?,Michael,False
13519,3,13,35,Same old.,Dwight,False
13524,3,13,35,How's this place treating you?,Michael,False
13525,3,13,35,[scoffs] The boss isn't funny.,Dwight,False
13542,3,13,37,"Okay, Dwight, you can let go of her hand. You're gonna break it. [looks around the room] Not bad, huh?",Michael,False
13543,3,13,37,You did this for me? [camera pans to 'Welcome Back Oscar' sign],Dwight,False
13587,3,14,7,"You know what, Dwight, do you want to do this, or no?",Michael,False
13588,3,14,7,I want to do this.,Dwight,False
13694,3,14,26,Have you ever seen a stripper before?,Jim,False
13695,3,14,26,Yes.  Jennifer Garner portrayed one on Alias.  It was one of her many aliases.,Dwight,False
13722,3,14,30,"Guys, beef!  It's what's for dinner!  Who wants some man meat?",Michael,False
13723,3,14,30,I do!  I want some man meat!,Dwight,False
13825,3,15,1,"Damn, lost another file. Going to have to reboot. Again. [Windows reboot sound] Hey, Dwight, do you want an Altoid?",Jim,False
13826,3,15,1,What do you think?,Dwight,False
13828,3,15,3,"[Windows reboot sound] Dwight, want an Altoid?",Jim,False
13829,3,15,3,Okay.,Dwight,False
13830,3,15,4,[Windows reboot sound] Altoid?,Jim,False
13831,3,15,4,Sure,Dwight,False
13832,3,15,5,[Windows reboot sound] Mint Dwight?,Jim,False
13833,3,15,5,Inbwit? Yes.,Dwight,False
13835,3,15,6,What are you doing?,Jim,False
13836,3,15,6,I...,Dwight,False
13837,3,15,6,What?,Jim,False
13838,3,15,6,"I don't know. My mouth tastes so bad all of a sudden. [nasty, dry mouth-smaking noise]",Dwight,False
13879,3,15,18,Did you ever see that movie?,Jim,False
13880,3,15,18,Of course I saw it.,Dwight,False
13923,3,15,33,Who?,Uncle Al,False
13924,3,15,33,The bride and groom? What are their names?,Dwight,False
13927,3,15,33,"Okay, Okay. Where are we going?",Uncle Al,False
13928,3,15,33,"Got to find yourself another wedding to crash, my friend.",Dwight,False
14019,3,16,4,Here we go. College Roadshow. Gotta bring our... A game. What was the most inspiring thing I've ever said to you?,Michael,False
14020,3,16,4,Don't be an idiot.' Changed my life.,Dwight,False
14049,3,16,13,"Dwight, what are you doing?",Pam,False
14050,3,16,13,"Solving a mystery, if that's quite alright with you. [opens ceiling tile] Come to Papa. Okay, ladies and gentlemen, what we have here is a bird that has been trapped in a vent. Fortunately I have found it befo--BAT! BAAAT! BAT!",Dwight,False
14127,3,16,33,So... you're cool to just wait here for animal control?,Jim,False
14128,3,16,33,Animal control? I've been controlling animals since I was six.,Dwight,False
14144,3,16,35,"How 'bout this, huh? I show up with my brother, and, no one from work is here? That's... pretty cool, huh?",Roy,False
14145,3,16,36,Magic time. Gyeeeaahhh! [puts bag over Meredith's head],Dwight,False
14260,3,17,1,Can you confirm that the straps are tight?,Michael,False
14261,3,17,1,Yes. But this [pulls at straight jacket] seems to be...,Dwight,False
14278,3,17,5,"Another worm? Like, are they friends?",Jim,False
14279,3,17,5,It's early bird gets the worm.,Dwight,False
14294,3,17,8,"Why don't I wanna go? Didn't expect to need a reason, so let me think here. Um. I don't know any of these people. It's an obligation. I don't like talking paper in my free time, or in my work time. And, did I use the word pointless?",Jim,False
14295,3,17,9,Thanks for inviting me along.,Dwight,False
14410,3,17,28,"David, how much did this house cost?",Michael,False
14411,3,17,28,"These old colonials are great, when they're sound. I'd love to take a look around.",Dwight,False
14689,3,18,13,Which is where?,Toby,False
14690,3,18,13,"Irrelevant.  Discharged it at a distance of a little over a meter into the perpetrator's eyes, nose, and face area.  Rendering him utterly and completely disabled.  Then I contacted the authorities.  The end.",Dwight,False
14919,3,18,47,What's what?,Jim,False
14920,3,18,47,"Certificate of Bravery, from the Scranton Police Department.  'Recognizing outstanding citizenship from a very brave young man.  Dwight K. Schrute'",Dwight,False
14970,3,19,3,Drew. [walks to Dwight] Dwight.  How's it goin' man?,Andy,False
14971,3,19,4,"Yes, I have decided to shun Andy Bernard for the next three years.  Which I'm looking forward to.  It's an Amish technique.  It's like slapping someone with silence.  I was shunned from the age of four until my sixth birthday... for not saving the excess oil from a can of tuna.",Dwight,False
15151,3,19,26,"Do you, do you want a drawbridge?",Andy,False
15152,3,19,26,Un-shun.  Yeah that sounds good.  Re-shun.,Dwight,False
15172,3,19,28,Whoa!  What's the situation?,Andy,False
15173,3,19,28,[hesitates] Un-shun.  I think he's suffering from depression. Re-shun.,Dwight,False
15174,3,19,28,"Ok, when's the shunning thing gonna end?",Andy,False
15175,3,19,28,Un-shun.  Never.  Re-shun.  I think he wants you all to come out to the parking lot and watch him die!,Dwight,False
15176,3,19,28,Is it nice outside?,Stanley,False
15177,3,19,28,It's gorgeous.  Let's go!,Dwight,False
15178,3,19,28,Do I need my jacket?,Stanley,False
15179,3,19,28,"No really, it's, it's very nice.  Come on!",Dwight,False
15180,3,19,28,Will I be too warm in a long sleeve T?,Ryan,False
15181,3,19,28,"Everybody's gonna be fine in exactly what they're wearing, let's go!  Let's go!",Dwight,False
15191,3,19,29,"Wait, where are the warehouse guys?",Michael,False
15192,3,19,29,I didn't... [Dwight runs up to the side of the building] I didn't think you needed them for this part.,Dwight,False
15301,3,19,52,"You know Drew, why don't you go inside. Dwight come here. Where should we put this?",Michael,False
15302,3,19,52,"OK, ahh, turn around, and do a broad jump for me on go. Ready... Go! One Mississ... OK, you went that far on one Mississ. Ippi would take you to here. This trajectory times the propulsion from your quadriceps would be about three Mississippi, maybe three and a quarter. So one Mississ... correct... ippi, two Mississippi, three Mississippi... e. Right here.",Dwight,False
15338,3,19,57,"You own a convertible. Come on man that's, that's hot. Women love that stuff right?",Darryl,False
15339,3,19,57,"It's only leased, and it's got rust damage, he'll never get his deposit back.",Dwight,False
15342,3,20,1,[Dressed as Dwight] It's kind of blurry. [puts on his glasses] That's better. [exhales] Question.  What kind of bear is best?,Jim,False
15343,3,20,1,That's a ridiculous question.,Dwight,False
15507,3,20,34,I don't care!  It was disgusting.  Cartoon characters having sex?,Barbara,False
15508,3,20,34,May I point out that the sex appeared to be consensual?  Both animals were smiling.,Dwight,False
15546,3,20,40,"Do you think you're taking it a little... literally, Dwight?  And now we're wasting tape.  I'm gonna have to cut this all out.  Can you say cut?",Michael,False
15547,3,20,40,Cut.,Dwight,False
15663,3,20,58,What?,Spanish Teacher,False
15664,3,20,59,"I don't believe in apologies. When someone in the yakuza makes a mistake, they cut off a portion of their own pinky finger. And in that way, save face. And knowing the Japanese, they probably get an even better prosthetic finger. With a knife you can take out of it, or a screwdriver or a corkscrew.",Dwight,False
15715,3,20,70,Are we ready?,Michael,False
15716,3,20,70,Final touch-ups.,Dwight,False
15717,3,20,70,Okay. Am I shiny?,Michael,False
15718,3,20,70,Yeah.,Dwight,False
15741,3,21,1,"[Dwight hands Jim a piece of paper] Oh, what's this?",Jim,False
15742,3,21,1,That is a demerit.,Dwight,False
15745,3,21,1,"Oh, I understand. And I also have lots of questions, like, what does a demerit mean?",Jim,False
15746,3,21,1,[scoffs] Let's put it this way. You do not want to receive three of those.,Dwight,False
15817,3,21,9,[raises hand] Question. Won't that interfere with your other task forces?,Jim,False
15818,3,21,9,"Answer: No, because this is being given priority one. This is a petition for the business park to upgrade their security cameras as well as install two floodlights in the parking lot. And I know... I know what you're thinking. [Pam nods] Won't that just shed more light on the penises? But that is a risk we have to take. Pam. You can draw, kind of. Why don't you work with  Phallus on drawing a picture of the exposer that I can post around the community?",Dwight,False
15819,3,21,9,Phallus?,Pam,False
15820,3,21,9,"Phyllis, sorry. I've got penises on the brain. Back to work, everybody.",Dwight,False
15831,3,21,11,"See? That's what we're talking about. Did you hear that, Dwight?",Michael,False
15832,3,21,11,"Yes. Did you hear that, Michael?",Dwight,False
15835,3,21,11,"Oh, I don't know, James. Did I come from a woman? Have I slept with a woman? More than one?",Michael,False
15836,3,21,11,"[eating banana] Mm, less than three.",Dwight,False
15988,3,21,39,Think we'll find him?,Andy,False
15989,3,21,39,"Yeah, I do. 'Cause justice never rests.",Dwight,False
15990,3,21,39,[pulls a candy bar from his coat pocket] Halvsies?,Andy,False
15991,3,21,39,No. Wholesies. [snatches the candy bar],Dwight,False
16042,3,21,45,"Hey good lookin', what ya got cookin'?",Andy,False
16043,3,21,45,"I got nothing cooking, it's cooked.  It's borscht and its served cold.",Dwight,False
16147,3,22,23,We are going to choose team names. Dwight?,Michael,False
16148,3,22,23,We will be called Gryffindor.,Dwight,False
16149,3,22,23,Really? Not Slytherin?,Jim,False
16150,3,22,23,"Slytherin are the bad guys, Jim.",Dwight,False
16214,3,22,36,The winner of today gets my job. Ok? I'm interviewing for a job at corporate. And they're only interviewing a handful of people and I'm the most qualified and I'll probably get it. Alright?,Michael,False
16215,3,22,36,You're leaving?,Dwight,False
16228,3,22,40,What? What are you saying? Did you say sandwich?,Angela,False
16229,3,22,40,No. I was saying that before. Not now.  Now I am saying sabotage. The ancient Dutch art of screwing up your own team.,Dwight,False
16407,3,22,68,"No, no, no, no, not that--- just... come on, you guys, let's do it! I'm serious. Who's got the hungry?",Michael,False
16408,3,22,68,I do!,Dwight,False
16409,3,22,68,Who's got the hungry?,Michael,False
16410,3,22,68,I do!,Dwight,False
16553,3,23,18,Does my room have cable?,Jim,False
16554,3,23,18,No. And the sheets are made of fire.,Dwight,False
16555,3,23,18,Can I change rooms?,Jim,False
16556,3,23,18,"Sorry, we're all booked up. Hell convention in town.",Dwight,False
16557,3,23,18,Can I have a late checkout?,Jim,False
16558,3,23,18,I'll have to talk to the manager.,Dwight,False
16559,3,23,18,You're not the manager even in your own fantasy?,Jim,False
16560,3,23,18,I'm the owner.  The co-owner. With Satan!,Dwight,False
16561,3,23,18,"Okay, just so I understand it, in your wildest fantasy you are in Hell and you are co-running a bed and breakfast with the devil?",Jim,False
16562,3,23,18,"Yeah, but I haven't told you my salary yet.",Dwight,False
16729,3,23,54,"Oh, and Hunter?  Could you tell her, [Michael shakes his head and makes the 'motorboat' noise] 'Brbrbrbrbr!' also?",Michael,False
16730,3,23,55,You showed great leadership potential at the coal walk.  Even if you did follow it with that embarrassing personal confession.,Dwight,False
16733,3,23,55,Really?,Pam,False
16734,3,23,55,"Well, in a sense.  Although, publicly I am going to retain the Assistant Regional Manager position.",Dwight,False
16762,3,23,59,[raises hand] What is the cash value of a Schrute Buck?,Pam,False
16763,3,23,59,"Excellent question, Pam.  1/100th of a cent.",Dwight,False
16768,3,23,59,[raises hand] Do we have to?,Kevin,False
16769,3,23,59,"Yes!  Michael is gone.  There's a new sheriff here in these offices, and his name is 'me.'  Conference room!  Ten seconds!  All of you!",Dwight,False
16807,3,23,62,What--- What are you winking for?,Oscar,False
16808,3,23,62,Zip your lid!,Dwight,False
16888,3,23,71,"Everybody, may I have your attention please?  It is with great honor and privilege that I announce to you that I have officially withdrawn my name for consideration from the corporate job.  I know, I know, I know.  'Michael, what are you thinking?  You were a shoe in.'  Well, got down there.  I nailed the interview.  And the strangest thing happened.  Why is my office black?",Michael,False
16889,3,23,71,To intimidate my subordinates.,Dwight,False
16995,4,1,8,What?,Jim,False
16996,4,1,8,Where?,Dwight,False
17003,4,1,8,Did you see who did it?,Andy,False
17004,4,1,8,No need we can just check the security tapes.,Dwight,False
17125,4,1,23,Any problems?,Angela,False
17126,4,1,23,"Well you left the TV on, and your cat is dead.",Dwight,False
17127,4,1,23,What!?,Angela,False
17128,4,1,23,"Sparkles, the white one, is dead.",Dwight,False
17133,4,1,23,Did she look... When you saw her how was she looking?,Angela,False
17134,4,1,23,Really dead. Like a... just a dead cat.,Dwight,False
17159,4,1,26,"Dwight, you haven't seen Meredith yet, have you?",Michael,False
17160,4,1,26,"No, I have not.",Dwight,False
17206,4,1,32,"Oh God, Rabies?",Michael,False
17207,4,1,32,Mm-hmm.,Dwight,False
17208,4,1,32,"I was in the hospital room with her. How contagious is that, is that like an STD?",Michael,False
17209,4,1,32,"No, no. You've gotta be bitten by something.",Dwight,False
17279,4,1,44,"Oh, really?",Angela,False
17280,4,1,44,[sighs] You'll feel better after the 5k. Exercise is good for depression.,Dwight,False
17354,4,1,53,You got it?,Michael,False
17355,4,1,53,Mm-hmm.,Dwight,False
17401,4,1,69,What does that mean?,Angela,False
17402,4,1,69,"OK, when a farmer sees an animal that is in pain, that has no quality of life, that has no utility, a farmer does what city folk don't have the stomach to do.",Dwight,False
17403,4,1,69,You did kill her!?,Angela,False
17404,4,1,69,"I... I sang her, her favorite songs.",Dwight,False
17415,4,1,69,How could you do that without telling me?,Angela,False
17416,4,1,69,"I thought I was helping you. I expected a hug. I took care of that cat, the best way I knew how.",Dwight,False
17581,4,2,8,What do you want?,Angela,False
17582,4,2,8,To give you this [reveals a cat from under a coat].,Dwight,False
17583,4,2,8,"Oh, what is that?",Angela,False
17584,4,2,8,It's a feral barn cat. I trapped him last night and I'm giving him to you as a replacement cat for the one I destroyed.,Dwight,False
17644,4,2,14,I'll stick around to help you set them up afterwards. Any questions? Dwight?,Ryan,False
17645,4,2,14,What if we don't want to use a Blackberry because they are stupid and pointless?,Dwight,False
17709,4,2,26,"Hello, Dwight. I've been thinking about things and I wanted to know if you would have dinner with me tonight?",Angela,False
17710,4,2,26,Really?,Dwight,False
17808,4,2,37,Very much. How's your meat?,Angela,False
17809,4,2,37,Dry. Delicious.,Dwight,False
17833,4,2,39,Smell that. Do you smell that?,Michael,False
17834,4,2,39,Dry rot?,Dwight,False
17842,4,2,41,Is that all?,Angela,False
17843,4,2,41,Yes... [whispers] I miss you.,Dwight,False
17845,4,2,42,"Dwight, you have to listen to me! We are not seeing each other anymore! Can you accept that?",Angela,False
17846,4,2,42,Fine. [sighs] Then I just want to be friends.,Dwight,False
17909,4,2,50,I know. So who's next?,Michael,False
17910,4,2,50,Larry Myers. Left us six months ago for Office Depot.,Dwight,False
17913,4,2,50,Who?,Michael,False
17914,4,2,50,"The government, spy satellites, private detectives... exgirlfriends. [sobs and then starts to cry]",Dwight,False
17949,4,2,53,[driving] That guy was so... how can they not know how much better we are?,Michael,False
17950,4,2,53,I don't know. Sometimes people are just impossible and they make you miserable.,Dwight,False
18010,4,2,58,[watching car get pulled from lake] You sure you're OK?,Michael,False
18011,4,2,58,Fine.,Dwight,False
18048,4,2,62,Oh what is this?,Ex-client,False
18049,4,2,62,"It's real simple. If you don't appreciate what we do, then give us back our basket.",Dwight,False
18060,4,2,62,WHERE ARE THE TURTLES? WHERE ARE THEY?,Michael,False
18061,4,2,62,"[enters nearby room] Excuse me I have an announcement to make. We seem to be missing a box of chocolate turtles with peacons, and we will not be leaving the premises until we obtain them. Hand. Over. The. Turtles. Now!",Dwight,False
18122,4,2,77,"You didn't set up your BlackBerry, Dwight?",Jim,False
18123,4,2,77,"Yes, I did, but I do not intend to use it.  It is pointless technology.",Dwight,False
18126,4,2,77,What about cars?,Jim,False
18127,4,2,77,They fall under the category of airplanes.,Dwight,False
18133,4,2,77,"Hey, Dwight, what about vaccines?",Pam,False
18134,4,2,77,[scoffs] Vaccines are for chumps!,Dwight,False
18237,4,3,19,Really?  Power gel?,Jim,False
18238,4,3,19,"Hey, you wanna win?  You gotta fuel like a winner.",Dwight,False
18241,4,3,19,What would you say if I told you we could pull a prank on Dwight and at the same time not be working?,Jim,False
18242,4,3,19,Today I'm prepared to give you 15% off our normal prices.,Dwight,False
18248,4,3,19,What kind of prank are you thinking?,Pam,False
18249,4,3,20,What if I told you I could offer free shipping?  Sure.  I'll hold.,Dwight,False
18255,4,3,20,[on monitor] What is a Jim?,DunMiff/sys,False
18256,4,3,21,It appears that the website has become alive.  This happens to computers and robots sometimes.  Am I scared of a stupid computer?  Please.  The computer should be scared of me!  I have been salesman of the month for 13 out of the last 12 months.  You heard me right.  I did so well last February that Corporate gave me 2 plaques in lieu of a pay raise.,Dwight,False
18307,4,3,26,How's it going?,Jim,False
18308,4,3,26,Fine.  Good.,Dwight,False
18309,4,3,26,Yeah?,Jim,False
18310,4,3,26,Yeah.,Dwight,False
18331,4,3,29,Who knows?,Darryl,False
18332,4,3,29,Return it!  Return it now!,Dwight,False
18444,4,3,45,What do you think of Angela?,Andy,False
18445,4,3,45,I think she's efficient.,Dwight,False
18448,4,3,45,You hadn't noticed she's a woman?,Andy,False
18449,4,3,45,[impatient sigh],Dwight,False
18450,4,3,45,"I hear she's single and ready to mingle.  I'm thinking about making a play for her.  What do you think?  Crazy, right?",Andy,False
18451,4,3,45,I think it's inappropriate to date someone you work with.,Dwight,False
18452,4,3,45,Isn't that part of the fun?,Andy,False
18453,4,3,45,No.  I think you should date Kelly.,Dwight,False
18454,4,3,45,"She works here too, how is that any different?",Andy,False
18455,4,3,45,"Uh, she works in the annex.  You're also welcome to date Toby.",Dwight,False
18524,4,3,56,What kind of business is this?,Pizza guy,False
18525,4,3,56,We're a paper company.  The best paper company in the whole wide world.,Dwight,False
18559,4,3,58,Why are you looking at her like that?,Pizza guy,False
18560,4,3,58,Hey!,Dwight,False
18612,4,3,67,"Whoa, whoa, whoa, whoa, what are you doing?",Michael,False
18613,4,3,67,I'm just scaring him.  The trick is to make him think you're going to do something to him.,Dwight,False
18653,4,3,71,"Well, I need to get the horrible taste of this pizza out of my mouth.  I'd really like some sushi.  I was hoping that I would have New York style sushi today.  And you know what?",Michael,False
18654,4,3,71,What?,Dwight,False
18659,4,3,71,New York.  Wanna go?,Michael,False
18660,4,3,71,Yes.,Dwight,False
18689,4,3,72,Wanna head back?,Michael,False
18690,4,3,72,"Yeah, let's go.",Dwight,False
18695,4,3,74,How long have you been a man?,Jim,False
18696,4,3,74,"I was born a man, Halpert.",Dwight,False
18786,4,4,11,Do you run the bed and breakfest?,Jim,False
18787,4,4,11,It is not a B and B.,Dwight,False
18789,4,4,13,Does the Department of Health know about this?,Jim,False
18790,4,4,13,"I'm not telling you anything. [lookings into the camera] Permits are pending. [phone rings] Dwight Schrute, Dunder Mifflin.",Dwight,False
18798,4,4,15,Two?,Pam,False
18799,4,4,15,"We offer tours of the fields, and of the barn. Uh, perhaps you'll be interested in, um, Mose's table making demonstration?",Dwight,False
18805,4,4,18,What about my cherub figurine?,Angela,False
18806,4,4,18,You took that with you.,Dwight,False
18842,4,4,24,What are the themes?,Pam,False
18843,4,4,24,"American, Irrigation, and Night-Time.",Dwight,False
18849,4,4,24,Not even Harry Potter?,Jim,False
18850,4,4,24,"No. Jim, come on.",Dwight,False
18950,4,4,42,"Michael. Morning. Hey Dwight, how are you?",Pam,False
18951,4,4,42,Pam.,Dwight,False
18952,4,4,42,You okay?,Jim,False
18953,4,4,42,I am better than you have ever been or ever will be. [Ryan walks in],Dwight,False
19126,4,4,69,"Dwight, how's the hotel business?",Jim,False
19127,4,4,69,Stupid.,Dwight,False
19128,4,4,69,Have you checked Trip Advisor recently?,Jim,False
19129,4,4,69,No.,Dwight,False
19155,4,4,76,Did I ever tell you why I left Scranton?,Jim,False
19156,4,4,76,[incoherent mumbling] No you didn't.,Dwight,False
19200,4,4,84,"What do you mean, 'what'?",Michael,False
19201,4,4,84,What... [mumbling],Dwight,False
19202,4,4,84,Were you listening to what I was saying?,Michael,False
19203,4,4,84,I was aware that you were speaking.,Dwight,False
19204,4,4,84,What is the matter with you?,Michael,False
19205,4,4,84,What is the matter with... me?,Dwight,False
19247,4,4,88,"I'm talking about Angela, okay?  Did you hear what she was saying to Pam the other day?",Andy,False
19248,4,4,88,"Yes, I did, 'cept I don't think she means it.  Angela is in a great deal of pain because of the death of her cat, and she's in a kind of a grieving process, and it makes her say things.  So... best to just lay off.",Dwight,False
19295,4,4,92,"I'm sorry, did we or did we not pay for a show?",Jim,False
19296,4,4,92,"Okay, go ahead, they're right.",Dwight,False
19339,4,5,7,You playing that game again?,Jim,False
19340,4,5,7,"Second Life is not a game. It is a multi-user virtual environment. It doesn't have points or scores, it doesn't have winners or losers.",Dwight,False
19357,4,5,10,"I need some advice. I've been spending a lot of time making out with Angela lately. But we've been necking, but only necking.  Right? Not actually kissing, our mouths, just the neck on neck. It's just like rubbing slash nuzzling our necks together. It's hot, I'm not going to lie to you , but it's a little weird, but you seem like a guy with answers, so how do I fast track this to get to first base?",Andy,False
19358,4,5,10,"We cannot talk about this... because, someone might hear us.",Dwight,False
19393,4,5,15,"Has anyone ever come up to you and said, 'You're not creative'?",Michael,False
19394,4,5,15,Yes.,Dwight,False
19652,4,6,17,What are we doing?,Jim,False
19653,4,6,17,"Egg dripping, blah, blah, blah.",Dwight,False
19654,4,6,17,"What are we doing, Dwight, what we are doing?",Michael,False
19655,4,6,17,"Well, gee, Jim, I don't know, I guess there's no sales call today.",Dwight,False
19674,4,6,18,Are you kidding me?,Jim,False
19675,4,6,18,No communication with the outside world Jim.,Dwight,False
19710,4,6,21,"What is that?  Dwight, are you peeing?",Michael,False
19711,4,6,21,I'm peeing in this empty can.,Dwight,False
19743,4,6,25,"Dwight, nothing with the eyes, please?",Jim,False
19744,4,6,25,"Okay, Jim.",Dwight,False
19807,4,6,33,"Let me ask you, did you accomplish what you wanted?",Karen,False
19808,4,6,33,"Listen lady, you can expect these kind of repercussions as long as you keep trying to poach our people.",Dwight,False
19966,4,7,17,"I am putting this on so I have no familiarity with my surroundings. Now this way, I can't retrace my steps. I don't know what streets we've been--- [Dwight whacks Michael with his shoe] Ow! What are you doing?",Michael,False
19967,4,7,17,It would be better if you were unconscious.,Dwight,False
20147,4,7,59,"Mmhmm.  I had something very personal I would like to discuss. [Dwight closes door, takes off glasses, kneels in front of Michael's desk]  Would you go find Jim, and send him in here, please?",Michael,False
20148,4,7,59,I'm on it.,Dwight,False
20150,4,7,60,How much time do I have?,Jim,False
20151,4,7,60,"Jim, Michael's office.",Dwight,False
20318,4,8,28,"[Dwight and Jim are playing ping-pong, and Dwight scores] What the hell?",Jim,False
20319,4,8,28,I told you.,Dwight,False
20362,4,8,34,[walks in the conference room where Jim and Dwight are playing ping-pong] How's it going?,Pam,False
20363,4,8,34,"Well, he has gone from completely hopeless to simply miserable.",Dwight,False
20659,4,9,16,What are you doing here?,Jan,False
20660,4,9,16,"We came here to eat dinner and to party, this is a dinner party right?",Dwight,False
20693,4,9,19,And now you guys are dating?,Pam,False
20694,4,9,19,Purely carnal and that's all you need to know.,Dwight,False
20733,4,9,20,"Sir, do you have any other place you can stay? Maybe with one of your friends here?",Officer 1,False
20734,4,9,20,[puts his hand on the Officer's shoulder] Michael can come home with me.,Dwight,False
20984,4,10,35,You're right. What do you mean though?,Michael,False
20985,4,10,35,"There was a woman in your life who affected you very deeply, and she left before you could say good bye. I think you need to say good bye.",Dwight,False
20996,4,10,38,[looking at the chair model's headstone] How did she die?,Michael,False
20997,4,10,38,I guess you could say she died of blunt force trauma and blood loss. She got in a car accident and plowed into the side of an airplane hanger.,Dwight,False
21002,4,10,38,"You know I used to think that I had this perfect person out there waiting for me, but knowing that, that's just silly because she's dead. What do you do?",Michael,False
21003,4,10,38,You wait until next year's chair catalog comes out and you find someone who's still alive.,Dwight,False
21021,4,10,42,Oh.  What is this?,Michael,False
21022,4,10,42,"Your bill, minus the ten percent Dunder Mifflin corporate discount.",Dwight,False
21211,4,11,23,"Hey, how ya doing?",Troy,False
21212,4,11,23,"Hey, Dwight. You resemble a Tolkien character.",Dwight,False
21238,4,11,25,Dwight Schrute man. How's Schrute Farms?,Ryan,False
21239,4,11,25,Good.,Dwight,False
21243,4,11,25,"Weevils, what a crazy word man. What? I don't even know what that means. What does that mean?",Ryan,False
21244,4,11,25,"They lay their eggs inside the unripe beet root, then come spring time the babies eat their way out.",Dwight,False
21281,4,11,29,Yeah?,Tall Girl #1,False
21282,4,11,29,[referring to girls in front of him] How did you all find each other?,Dwight,False
21302,4,11,31,What are you doing man?,Troy,False
21303,4,11,31,It's not safe. Anything could have been in there. [to girls] Nice try.,Dwight,False
21344,4,11,39,"Stay. Stay, please?",Tall Girl #1,False
21345,4,11,39,"No, I have to go. Good luck against Conn College, alright?",Dwight,False
21375,4,11,41,"No. Guys, I think my friend Troy might have a drug problem. What do I do?",Ryan,False
21376,4,11,41,I think his species might have a higher tolerance than ours.,Dwight,False
21378,4,11,41,"Guys, I'm going to sleep. You can leave the light on if you want, but please stop talking, OK?",Ryan,False
21379,4,11,41,OK. Good night Ryan.,Dwight,False
21427,4,11,51,Do you remember what color my eyes are?,Michael,False
21428,4,11,51,Hazel.  They're hazel.,Dwight,False
21489,4,12,4,What about a cat eating man food?,Andy,False
21490,4,12,5,Andy and Angela seem very happy... I hope nothing horrible ever happens to them.,Dwight,False
21538,4,12,11,How next to?,Andy,False
21539,4,12,11,"Well, here are your options: you can sell it for parts, drive it off a cliff... you can donate it to a person that you'd like to see die in a car crash, or, you can sell it to me, and I'll use it as I would a wagon on my farm. It will be towed by a donkey.",Dwight,False
21540,4,12,11,I have to pick one of those?,Andy,False
21541,4,12,11,Yes.,Dwight,False
21542,4,12,11,Can you go over those options again?,Andy,False
21543,4,12,11,"You know what? You knock $1500 of the price right now, and I will take it off your hands. It's gotta be now.",Dwight,False
21546,4,12,11,Can I think about it?,Andy,False
21547,4,12,11,"Five, four, three, two...",Dwight,False
21568,4,12,14,What's the pink?,Michael,False
21569,4,12,14,Menstrual cycles.,Dwight,False
21570,4,12,14,"Ok... Is there anybody up here, anybody at all, that can deal with this?",Michael,False
21571,4,12,14,You.,Dwight,False
21790,4,13,14,What consequences?,Phyllis,False
21791,4,13,14,I will tell on you.,Dwight,False
21831,4,13,22,[answers cell] What do you want?,Michael,False
21832,4,13,22,"Michael, I know you're swamped. I just thought you should know that everyone in the office has left, except for Angela and I. Do not worry though, I have taken down their names, and I have docked them a personal day.",Dwight,False
21833,4,13,22,"Who cares? I'm not there, Jim's not there, why should they have to be there?",Michael,False
21834,4,13,22,So... what else is up? [Michael hangs up] Mich-,Dwight,False
22002,4,14,1,And how many would you like?,Jim,False
